FIPS_Code,State,Area_Name,Median_Household_Income_2022
17193,IL,"White County, IL",54611
17195,IL,"Whiteside County, IL",62038
17197,IL,"Will County, IL",97076
17199,IL,"Williamson County, IL",64152
17201,IL,"Winnebago County, IL",62557
17203,IL,"Woodford County, IL",85892
18000,IN,Indiana,66768
18001,IN,"Adams County, IN",60620
18003,IN,"Allen County, IN",65967
18005,IN,"Bartholomew County, IN",68910
18007,IN,"Benton County, IN",62248
18009,IN,"Blackford County, IN",54825
18011,IN,"Boone County, IN",102805
18013,IN,"Brown County, IN",74161
18015,IN,"Carroll County, IN",64731
18017,IN,"Cass County, IN",60452
18019,IN,"Clark County, IN",68493
18021,IN,"Clay County, IN",59057
18023,IN,"Clinton County, IN",60916
18025,IN,"Crawford County, IN",53547
18027,IN,"Daviess County, IN",63777
18029,IN,"Dearborn County, IN",77621
18031,IN,"Decatur County, IN",65847
18033,IN,"DeKalb County, IN",72910
18035,IN,"Delaware County, IN",54059
18037,IN,"Dubois County, IN",71171
18039,IN,"Elkhart County, IN",63777
18041,IN,"Fayette County, IN",54892
18043,IN,"Floyd County, IN",74264
18045,IN,"Fountain County, IN",63973
18047,IN,"Franklin County, IN",74779
18049,IN,"Fulton County, IN",62412
18051,IN,"Gibson County, IN",66247
18053,IN,"Grant County, IN",51053
18055,IN,"Greene County, IN",61663
18057,IN,"Hamilton County, IN",117068
18059,IN,"Hancock County, IN",87845
18061,IN,"Harrison County, IN",72259
18063,IN,"Hendricks County, IN",94760
18065,IN,"Henry County, IN",54714
18067,IN,"Howard County, IN",56960
18069,IN,"Huntington County, IN",59491
18071,IN,"Jackson County, IN",66082
18073,IN,"Jasper County, IN",75738
18075,IN,"Jay County, IN",57690
18077,IN,"Jefferson County, IN",64214
18079,IN,"Jennings County, IN",63597
18081,IN,"Johnson County, IN",83036
18083,IN,"Knox County, IN",58238
18085,IN,"Kosciusko County, IN",71611
18087,IN,"LaGrange County, IN",81010
18089,IN,"Lake County, IN",66169
18091,IN,"LaPorte County, IN",66336
18093,IN,"Lawrence County, IN",60141
18095,IN,"Madison County, IN",58926
18097,IN,"Marion County, IN",62776
18099,IN,"Marshall County, IN",70938
18101,IN,"Martin County, IN",64216
18103,IN,"Miami County, IN",60835
18105,IN,"Monroe County, IN",64299
18107,IN,"Montgomery County, IN",66283
18109,IN,"Morgan County, IN",75542
18111,IN,"Newton County, IN",66837
18113,IN,"Noble County, IN",69567
18115,IN,"Ohio County, IN",70618
18117,IN,"Orange County, IN",54128
18119,IN,"Owen County, IN",62460
18121,IN,"Parke County, IN",64700
18123,IN,"Perry County, IN",55503
18125,IN,"Pike County, IN",63487
18127,IN,"Porter County, IN",84352
18129,IN,"Posey County, IN",75907
18131,IN,"Pulaski County, IN",60487
18133,IN,"Putnam County, IN",68301
18135,IN,"Randolph County, IN",56920
18137,IN,"Ripley County, IN",63571
18139,IN,"Rush County, IN",61653
18141,IN,"St. Joseph County, IN",61028
18143,IN,"Scott County, IN",57837
18145,IN,"Shelby County, IN",66045
18147,IN,"Spencer County, IN",70440
18149,IN,"Starke County, IN",58523
18151,IN,"Steuben County, IN",73250
18153,IN,"Sullivan County, IN",55497
18155,IN,"Switzerland County, IN",63246
18157,IN,"Tippecanoe County, IN",56088
18159,IN,"Tipton County, IN",65025
18161,IN,"Union County, IN",61171
18163,IN,"Vanderburgh County, IN",57997
18165,IN,"Vermillion County, IN",58280
18167,IN,"Vigo County, IN",52286
18169,IN,"Wabash County, IN",64025
18171,IN,"Warren County, IN",73539
18173,IN,"Warrick County, IN",84567
18175,IN,"Washington County, IN",65342
18177,IN,"Wayne County, IN",51622
18179,IN,"Wells County, IN",68879
18181,IN,"White County, IN",66167
18183,IN,"Whitley County, IN",72448
19000,IA,Iowa,69708
19001,IA,"Adair County, IA",66997
19003,IA,"Adams County, IA",58973
19005,IA,"Allamakee County, IA",60743
19007,IA,"Appanoose County, IA",53589
19009,IA,"Audubon County, IA",60504
19011,IA,"Benton County, IA",82762
19013,IA,"Black Hawk County, IA",62020
19015,IA,"Boone County, IA",74896
19017,IA,"Bremer County, IA",83797
19019,IA,"Buchanan County, IA",70498
19021,IA,"Buena Vista County, IA",67552
19023,IA,"Butler County, IA",67233
19025,IA,"Calhoun County, IA",64634
19027,IA,"Carroll County, IA",73643
19029,IA,"Cass County, IA",61204
19031,IA,"Cedar County, IA",71563
19033,IA,"Cerro Gordo County, IA",63279
19035,IA,"Cherokee County, IA",65985
19037,IA,"Chickasaw County, IA",74077
19039,IA,"Clarke County, IA",65129
19041,IA,"Clay County, IA",68542
19043,IA,"Clayton County, IA",64486
19045,IA,"Clinton County, IA",61136
19047,IA,"Crawford County, IA",67363
19049,IA,"Dallas County, IA",109138
19051,IA,"Davis County, IA",65201
19053,IA,"Decatur County, IA",51749
19055,IA,"Delaware County, IA",74017
19057,IA,"Des Moines County, IA",59688
19059,IA,"Dickinson County, IA",75406
19061,IA,"Dubuque County, IA",73492
19063,IA,"Emmet County, IA",56834
19065,IA,"Fayette County, IA",56599
19067,IA,"Floyd County, IA",64553
19069,IA,"Franklin County, IA",63775
19071,IA,"Fremont County, IA",69018
19073,IA,"Greene County, IA",63562
19075,IA,"Grundy County, IA",79386
19077,IA,"Guthrie County, IA",72701
19079,IA,"Hamilton County, IA",68795
19081,IA,"Hancock County, IA",67498
19083,IA,"Hardin County, IA",59622
19085,IA,"Harrison County, IA",73457
19087,IA,"Henry County, IA",63702
19089,IA,"Howard County, IA",66979
19091,IA,"Humboldt County, IA",71521
19093,IA,"Ida County, IA",67696
19095,IA,"Iowa County, IA",72948
19097,IA,"Jackson County, IA",64792
19099,IA,"Jasper County, IA",69047
19101,IA,"Jefferson County, IA",59603
19103,IA,"Johnson County, IA",74909
19105,IA,"Jones County, IA",70671
19107,IA,"Keokuk County, IA",65653
19109,IA,"Kossuth County, IA",65510
19111,IA,"Lee County, IA",59017
19113,IA,"Linn County, IA",74134
19115,IA,"Louisa County, IA",70953
19117,IA,"Lucas County, IA",60245
19119,IA,"Lyon County, IA",74061
19121,IA,"Madison County, IA",80887
19123,IA,"Mahaska County, IA",68759
19125,IA,"Marion County, IA",73451
19127,IA,"Marshall County, IA",69818
19129,IA,"Mills County, IA",75835
19131,IA,"Mitchell County, IA",65132
19133,IA,"Monona County, IA",60237
19135,IA,"Monroe County, IA",66176
19137,IA,"Montgomery County, IA",58895
19139,IA,"Muscatine County, IA",69096
19141,IA,"O'Brien County, IA",67470
19143,IA,"Osceola County, IA",64993
19145,IA,"Page County, IA",60567
19147,IA,"Palo Alto County, IA",65438
19149,IA,"Plymouth County, IA",79431
19151,IA,"Pocahontas County, IA",61927
19153,IA,"Polk County, IA",77369
19155,IA,"Pottawattamie County, IA",68712
19157,IA,"Poweshiek County, IA",69566
19159,IA,"Ringgold County, IA",60061
19161,IA,"Sac County, IA",72499
19163,IA,"Scott County, IA",68576
19165,IA,"Shelby County, IA",71628
19167,IA,"Sioux County, IA",75994
19169,IA,"Story County, IA",68720
19171,IA,"Tama County, IA",66295
19173,IA,"Taylor County, IA",56021
19175,IA,"Union County, IA",55812
19177,IA,"Van Buren County, IA",64550
19179,IA,"Wapello County, IA",61555
19181,IA,"Warren County, IA",90943
19183,IA,"Washington County, IA",70539
19185,IA,"Wayne County, IA",58000
19187,IA,"Webster County, IA",67110
19189,IA,"Winnebago County, IA",66776
19191,IA,"Winneshiek County, IA",72032
19193,IA,"Woodbury County, IA",66830
19195,IA,"Worth County, IA",71329
19197,IA,"Wright County, IA",67291
20000,KS,Kansas,68827
20001,KS,"Allen County, KS",50995
20003,KS,"Anderson County, KS",59683
20005,KS,"Atchison County, KS",59085
20007,KS,"Barber County, KS",59845
20009,KS,"Barton County, KS",56711
20011,KS,"Bourbon County, KS",44954
20013,KS,"Brown County, KS",56391
20015,KS,"Butler County, KS",80214
20017,KS,"Chase County, KS",58580
20019,KS,"Chautauqua County, KS",49457
20021,KS,"Cherokee County, KS",54965
20023,KS,"Cheyenne County, KS",56500
20025,KS,"Clark County, KS",58914
20027,KS,"Clay County, KS",59021
20029,KS,"Cloud County, KS",52483
20031,KS,"Coffey County, KS",69100
20033,KS,"Comanche County, KS",53657
20035,KS,"Cowley County, KS",56416
20037,KS,"Crawford County, KS",51835
20039,KS,"Decatur County, KS",51152
20041,KS,"Dickinson County, KS",63136
20043,KS,"Doniphan County, KS",64608
20045,KS,"Douglas County, KS",67482
20047,KS,"Edwards County, KS",55777
20049,KS,"Elk County, KS",47094
20051,KS,"Ellis County, KS",61675
20053,KS,"Ellsworth County, KS",63636
20055,KS,"Finney County, KS",69966
20057,KS,"Ford County, KS",67714
20059,KS,"Franklin County, KS",67263
20061,KS,"Geary County, KS",60026
20063,KS,"Gove County, KS",64037
20065,KS,"Graham County, KS",53233
20067,KS,"Grant County, KS",66022
20069,KS,"Gray County, KS",77761
20071,KS,"Greeley County, KS",72300
20073,KS,"Greenwood County, KS",52145
20075,KS,"Hamilton County, KS",63442
20077,KS,"Harper County, KS",52893
20079,KS,"Harvey County, KS",73854
20081,KS,"Haskell County, KS",69971
20083,KS,"Hodgeman County, KS",67478
20085,KS,"Jackson County, KS",70445
20087,KS,"Jefferson County, KS",75774
20089,KS,"Jewell County, KS",56144
20091,KS,"Johnson County, KS",99174
20093,KS,"Kearny County, KS",75773
20095,KS,"Kingman County, KS",65597
20097,KS,"Kiowa County, KS",61700
20099,KS,"Labette County, KS",52318
20101,KS,"Lane County, KS",64934
20103,KS,"Leavenworth County, KS",79117
20105,KS,"Lincoln County, KS",58049
20107,KS,"Linn County, KS",59651
20109,KS,"Logan County, KS",63204
20111,KS,"Lyon County, KS",55863
20113,KS,"McPherson County, KS",73766
20115,KS,"Marion County, KS",64337
20117,KS,"Marshall County, KS",58942
20119,KS,"Meade County, KS",68038
20121,KS,"Miami County, KS",82606
20123,KS,"Mitchell County, KS",63929
20125,KS,"Montgomery County, KS",54955
20127,KS,"Morris County, KS",60741
20129,KS,"Morton County, KS",62896
20131,KS,"Nemaha County, KS",72719
20133,KS,"Neosho County, KS",49322
20135,KS,"Ness County, KS",61539
20137,KS,"Norton County, KS",56604
20139,KS,"Osage County, KS",62995
20141,KS,"Osborne County, KS",53971
20143,KS,"Ottawa County, KS",69542
20145,KS,"Pawnee County, KS",47939
20147,KS,"Phillips County, KS",58834
20149,KS,"Pottawatomie County, KS",85822
20151,KS,"Pratt County, KS",65812
20153,KS,"Rawlins County, KS",59116
20155,KS,"Reno County, KS",57663
20157,KS,"Republic County, KS",53974
20159,KS,"Rice County, KS",61727
20161,KS,"Riley County, KS",55876
20163,KS,"Rooks County, KS",57029
20165,KS,"Rush County, KS",56629
20167,KS,"Russell County, KS",48754
20169,KS,"Saline County, KS",57563
20171,KS,"Scott County, KS",71121
20173,KS,"Sedgwick County, KS",64720
20175,KS,"Seward County, KS",63579
20177,KS,"Shawnee County, KS",61255
20179,KS,"Sheridan County, KS",62918
20181,KS,"Sherman County, KS",57044
20183,KS,"Smith County, KS",52101
20185,KS,"Stafford County, KS",58019
20187,KS,"Stanton County, KS",76137
20189,KS,"Stevens County, KS",69320
20191,KS,"Sumner County, KS",62921
20193,KS,"Thomas County, KS",62916
20195,KS,"Trego County, KS",54628
20197,KS,"Wabaunsee County, KS",68435
20199,KS,"Wallace County, KS",62309
20201,KS,"Washington County, KS",63797
20203,KS,"Wichita County, KS",68225
20205,KS,"Wilson County, KS",52064
20207,KS,"Woodson County, KS",49477
20209,KS,"Wyandotte County, KS",58701
21000,KY,Kentucky,59246
21001,KY,"Adair County, KY",44153
21003,KY,"Allen County, KY",61655
21005,KY,"Anderson County, KY",66846
21007,KY,"Ballard County, KY",56605
21009,KY,"Barren County, KY",50658
21011,KY,"Bath County, KY",48260
21013,KY,"Bell County, KY",33923
21015,KY,"Boone County, KY",90265
21017,KY,"Bourbon County, KY",56879
21019,KY,"Boyd County, KY",55397
21021,KY,"Boyle County, KY",57975
21023,KY,"Bracken County, KY",58301
21025,KY,"Breathitt County, KY",36300
21027,KY,"Breckinridge County, KY",52400
21029,KY,"Bullitt County, KY",77192
21031,KY,"Butler County, KY",50824
21033,KY,"Caldwell County, KY",51553
21035,KY,"Calloway County, KY",51949
21037,KY,"Campbell County, KY",74149
21039,KY,"Carlisle County, KY",54535
21041,KY,"Carroll County, KY",59226
21043,KY,"Carter County, KY",48285
21045,KY,"Casey County, KY",43539
21047,KY,"Christian County, KY",56610
21049,KY,"Clark County, KY",61641
21051,KY,"Clay County, KY",34473
21053,KY,"Clinton County, KY",41739
21055,KY,"Crittenden County, KY",50452
21057,KY,"Cumberland County, KY",48864
21059,KY,"Daviess County, KY",65949
21061,KY,"Edmonson County, KY",51402
21063,KY,"Elliott County, KY",40312
21065,KY,"Estill County, KY",39402
21067,KY,"Fayette County, KY",63667
21069,KY,"Fleming County, KY",50012
21071,KY,"Floyd County, KY",37296
21073,KY,"Franklin County, KY",58456
21075,KY,"Fulton County, KY",40409
21077,KY,"Gallatin County, KY",59175
21079,KY,"Garrard County, KY",57748
21081,KY,"Grant County, KY",66458
21083,KY,"Graves County, KY",53408
21085,KY,"Grayson County, KY",52130
21087,KY,"Green County, KY",46169
21089,KY,"Greenup County, KY",54462
21091,KY,"Hancock County, KY",66300
21093,KY,"Hardin County, KY",61920
21095,KY,"Harlan County, KY",36022
21097,KY,"Harrison County, KY",60962
21099,KY,"Hart County, KY",47229
21101,KY,"Henderson County, KY",55530
21103,KY,"Henry County, KY",65068
21105,KY,"Hickman County, KY",53838
21107,KY,"Hopkins County, KY",52198
21109,KY,"Jackson County, KY",41007
21111,KY,"Jefferson County, KY",64719
21113,KY,"Jessamine County, KY",69216
21115,KY,"Johnson County, KY",42877
21117,KY,"Kenton County, KY",77284
21119,KY,"Knott County, KY",38456
21121,KY,"Knox County, KY",36573
21123,KY,"Larue County, KY",53939
21125,KY,"Laurel County, KY",50721
21127,KY,"Lawrence County, KY",42776
21129,KY,"Lee County, KY",34632
21131,KY,"Leslie County, KY",36666
21133,KY,"Letcher County, KY",37854
21135,KY,"Lewis County, KY",44098
21137,KY,"Lincoln County, KY",49814
21139,KY,"Livingston County, KY",55355
21141,KY,"Logan County, KY",56823
21143,KY,"Lyon County, KY",58938
21145,KY,"McCracken County, KY",60026
21147,KY,"McCreary County, KY",35443
21149,KY,"McLean County, KY",55555
21151,KY,"Madison County, KY",60994
21153,KY,"Magoffin County, KY",35669
21155,KY,"Marion County, KY",53676
21157,KY,"Marshall County, KY",64395
21159,KY,"Martin County, KY",34435
21161,KY,"Mason County, KY",49029
21163,KY,"Meade County, KY",69632
21165,KY,"Menifee County, KY",43226
21167,KY,"Mercer County, KY",65292
21169,KY,"Metcalfe County, KY",44973
21171,KY,"Monroe County, KY",45872
21173,KY,"Montgomery County, KY",55924
21175,KY,"Morgan County, KY",41863
21177,KY,"Muhlenberg County, KY",48190
21179,KY,"Nelson County, KY",66681
21181,KY,"Nicholas County, KY",51100
21183,KY,"Ohio County, KY",50275
21185,KY,"Oldham County, KY",116173
21187,KY,"Owen County, KY",60592
21189,KY,"Owsley County, KY",32783
21191,KY,"Pendleton County, KY",65727
21193,KY,"Perry County, KY",43945
21195,KY,"Pike County, KY",41837
21197,KY,"Powell County, KY",42434
21199,KY,"Pulaski County, KY",46380
21201,KY,"Robertson County, KY",53456
21203,KY,"Rockcastle County, KY",45161
21205,KY,"Rowan County, KY",50498
21207,KY,"Russell County, KY",44425
21209,KY,"Scott County, KY",86169
21211,KY,"Shelby County, KY",81815
21213,KY,"Simpson County, KY",58550
21215,KY,"Spencer County, KY",101552
21217,KY,"Taylor County, KY",52414
21219,KY,"Todd County, KY",53280
21221,KY,"Trigg County, KY",56433
21223,KY,"Trimble County, KY",65828
21225,KY,"Union County, KY",58223
21227,KY,"Warren County, KY",60651
21229,KY,"Washington County, KY",59937
21231,KY,"Wayne County, KY",39863
21233,KY,"Webster County, KY",56052
21235,KY,"Whitley County, KY",43604
21237,KY,"Wolfe County, KY",37718
21239,KY,"Woodford County, KY",76633
22000,LA,Louisiana,55458
22001,LA,"Acadia Parish, LA",42981
22003,LA,"Allen Parish, LA",51423
22005,LA,"Ascension Parish, LA",81284
22007,LA,"Assumption Parish, LA",54403
22009,LA,"Avoyelles Parish, LA",41587
22011,LA,"Beauregard Parish, LA",64394
22013,LA,"Bienville Parish, LA",41807
22015,LA,"Bossier Parish, LA",63812
22017,LA,"Caddo Parish, LA",47699
22019,LA,"Calcasieu Parish, LA",61797
22021,LA,"Caldwell Parish, LA",46464
22023,LA,"Cameron Parish, LA",63413
22025,LA,"Catahoula Parish, LA",41676
22027,LA,"Claiborne Parish, LA",37788
22029,LA,"Concordia Parish, LA",41101
22031,LA,"De Soto Parish, LA",52776
22033,LA,"East Baton Rouge Parish, LA",61376
22035,LA,"East Carroll Parish, LA",30688
22037,LA,"East Feliciana Parish, LA",56830
22039,LA,"Evangeline Parish, LA",40933
22041,LA,"Franklin Parish, LA",38584
22043,LA,"Grant Parish, LA",52832
22045,LA,"Iberia Parish, LA",45077
22047,LA,"Iberville Parish, LA",53205
22049,LA,"Jackson Parish, LA",43813
22051,LA,"Jefferson Parish, LA",61157
22053,LA,"Jefferson Davis Parish, LA",52414
22055,LA,"Lafayette Parish, LA",58641
22057,LA,"Lafourche Parish, LA",59575
22059,LA,"LaSalle Parish, LA",55633
22061,LA,"Lincoln Parish, LA",44752
22063,LA,"Livingston Parish, LA",72887
22065,LA,"Madison Parish, LA",33403
22067,LA,"Morehouse Parish, LA",39493
22069,LA,"Natchitoches Parish, LA",42178
22071,LA,"Orleans Parish, LA",51913
22073,LA,"Ouachita Parish, LA",47283
22075,LA,"Plaquemines Parish, LA",71876
22077,LA,"Pointe Coupee Parish, LA",56457
22079,LA,"Rapides Parish, LA",55870
22081,LA,"Red River Parish, LA",44139
22083,LA,"Richland Parish, LA",44470
22085,LA,"Sabine Parish, LA",45072
22087,LA,"St. Bernard Parish, LA",51485
22089,LA,"St. Charles Parish, LA",75223
22091,LA,"St. Helena Parish, LA",45024
22093,LA,"St. James Parish, LA",67938
22095,LA,"St. John the Baptist Parish, LA",60569
22097,LA,"St. Landry Parish, LA",42765
22099,LA,"St. Martin Parish, LA",54265
22101,LA,"St. Mary Parish, LA",48242
22103,LA,"St. Tammany Parish, LA",78629
22105,LA,"Tangipahoa Parish, LA",54942
22107,LA,"Tensas Parish, LA",33290
22109,LA,"Terrebonne Parish, LA",57376
22111,LA,"Union Parish, LA",48003
22113,LA,"Vermilion Parish, LA",50554
22115,LA,"Vernon Parish, LA",52626
22117,LA,"Washington Parish, LA",41779
22119,LA,"Webster Parish, LA",43698
22121,LA,"West Baton Rouge Parish, LA",71362
22123,LA,"West Carroll Parish, LA",41380
22125,LA,"West Feliciana Parish, LA",68266
22127,LA,"Winn Parish, LA",45646
23000,ME,Maine,69485
23001,ME,"Androscoggin County, ME",62848
23003,ME,"Aroostook County, ME",51562
23005,ME,"Cumberland County, ME",88571
23007,ME,"Franklin County, ME",52159
23009,ME,"Hancock County, ME",63879
23011,ME,"Kennebec County, ME",63191
23013,ME,"Knox County, ME",65615
23015,ME,"Lincoln County, ME",72657
23017,ME,"Oxford County, ME",58842
23019,ME,"Penobscot County, ME",60761
23021,ME,"Piscataquis County, ME",52529
23023,ME,"Sagadahoc County, ME",73587
23025,ME,"Somerset County, ME",55093
23027,ME,"Waldo County, ME",63619
23029,ME,"Washington County, ME",55381
23031,ME,"York County, ME",81315
24000,MD,Maryland,94957
24001,MD,"Allegany County, MD",50582
24003,MD,"Anne Arundel County, MD",112525
24005,MD,"Baltimore County, MD",86198
24009,MD,"Calvert County, MD",118110
24011,MD,"Caroline County, MD",65981
24013,MD,"Carroll County, MD",105096
24015,MD,"Cecil County, MD",84513
24017,MD,"Charles County, MD",112932
24019,MD,"Dorchester County, MD",54206
24021,MD,"Frederick County, MD",116796
24023,MD,"Garrett County, MD",59080
24025,MD,"Harford County, MD",100334
24027,MD,"Howard County, MD",133068
24029,MD,"Kent County, MD",69695
24031,MD,"Montgomery County, MD",118020
24033,MD,"Prince George's County, MD",93833
24035,MD,"Queen Anne's County, MD",109436
24037,MD,"St. Mary's County, MD",112154
24039,MD,"Somerset County, MD",53590
24041,MD,"Talbot County, MD",76583
24043,MD,"Washington County, MD",69271
24045,MD,"Wicomico County, MD",68851
24047,MD,"Worcester County, MD",75969
24510,MD,"Baltimore city, MD",54735
25000,MA,Massachusetts,94538
25001,MA,"Barnstable County, MA",89774
25003,MA,"Berkshire County, MA",71102
25005,MA,"Bristol County, MA",80702
25007,MA,"Dukes County, MA",89136
25009,MA,"Essex County, MA",92118
25011,MA,"Franklin County, MA",69929
25013,MA,"Hampden County, MA",64030
25015,MA,"Hampshire County, MA",81878
25017,MA,"Middlesex County, MA",118494
25019,MA,"Nantucket County/town, MA",107613
25021,MA,"Norfolk County, MA",115770
25023,MA,"Plymouth County, MA",102647
25025,MA,"Suffolk County, MA",84548
25027,MA,"Worcester County, MA",86078
26000,MI,Michigan,66926
26001,MI,"Alcona County, MI",53788
26003,MI,"Alger County, MI",59390
26005,MI,"Allegan County, MI",75893
26007,MI,"Alpena County, MI",54161
26009,MI,"Antrim County, MI",71945
26011,MI,"Arenac County, MI",53615
26013,MI,"Baraga County, MI",52491
26015,MI,"Barry County, MI",71173
26017,MI,"Bay County, MI",56388
26019,MI,"Benzie County, MI",65846
26021,MI,"Berrien County, MI",61790
26023,MI,"Branch County, MI",63634
26025,MI,"Calhoun County, MI",59652
26027,MI,"Cass County, MI",65703
26029,MI,"Charlevoix County, MI",71362
26031,MI,"Cheboygan County, MI",60849
26033,MI,"Chippewa County, MI",58924
26035,MI,"Clare County, MI",47973
26037,MI,"Clinton County, MI",80212
26039,MI,"Crawford County, MI",57600
26041,MI,"Delta County, MI",57019
26043,MI,"Dickinson County, MI",56349
26045,MI,"Eaton County, MI",71499
26047,MI,"Emmet County, MI",69805
26049,MI,"Genesee County, MI",57443
26051,MI,"Gladwin County, MI",55017
26053,MI,"Gogebic County, MI",50142
26055,MI,"Grand Traverse County, MI",74746
26057,MI,"Gratiot County, MI",58074
26059,MI,"Hillsdale County, MI",60070
26061,MI,"Houghton County, MI",55623
26063,MI,"Huron County, MI",50177
26065,MI,"Ingham County, MI",60571
26067,MI,"Ionia County, MI",74391
26069,MI,"Iosco County, MI",46129
26071,MI,"Iron County, MI",54149
26073,MI,"Isabella County, MI",54642
26075,MI,"Jackson County, MI",61299
26077,MI,"Kalamazoo County, MI",69689
26079,MI,"Kalkaska County, MI",59160
26081,MI,"Kent County, MI",76923
26083,MI,"Keweenaw County, MI",57103
26085,MI,"Lake County, MI",48545
26087,MI,"Lapeer County, MI",72737
26089,MI,"Leelanau County, MI",89007
26091,MI,"Lenawee County, MI",67486
26093,MI,"Livingston County, MI",101227
26095,MI,"Luce County, MI",49371
26097,MI,"Mackinac County, MI",56942
26099,MI,"Macomb County, MI",73927
26101,MI,"Manistee County, MI",55788
26103,MI,"Marquette County, MI",61598
26105,MI,"Mason County, MI",64014
26107,MI,"Mecosta County, MI",56096
26109,MI,"Menominee County, MI",50564
26111,MI,"Midland County, MI",77595
26113,MI,"Missaukee County, MI",59230
26115,MI,"Monroe County, MI",72166
26117,MI,"Montcalm County, MI",61590
26119,MI,"Montmorency County, MI",50680
26121,MI,"Muskegon County, MI",58303
26123,MI,"Newaygo County, MI",57992
26125,MI,"Oakland County, MI",90801
26127,MI,"Oceana County, MI",56853
26129,MI,"Ogemaw County, MI",53480
26131,MI,"Ontonagon County, MI",45694
26133,MI,"Osceola County, MI",54727
26135,MI,"Oscoda County, MI",46626
26137,MI,"Otsego County, MI",65915
26139,MI,"Ottawa County, MI",85968
26141,MI,"Presque Isle County, MI",56375
26143,MI,"Roscommon County, MI",49151
26145,MI,"Saginaw County, MI",54064
26147,MI,"St. Clair County, MI",64894
26149,MI,"St. Joseph County, MI",60489
26151,MI,"Sanilac County, MI",56079
26153,MI,"Schoolcraft County, MI",56707
26155,MI,"Shiawassee County, MI",61959
26157,MI,"Tuscola County, MI",61978
26159,MI,"Van Buren County, MI",61638
26161,MI,"Washtenaw County, MI",80941
26163,MI,"Wayne County, MI",55928
26165,MI,"Wexford County, MI",56379
27000,MN,Minnesota,82343
27001,MN,"Aitkin County, MN",59064
27003,MN,"Anoka County, MN",92249
27005,MN,"Becker County, MN",67448
27007,MN,"Beltrami County, MN",59882
27009,MN,"Benton County, MN",71493
27011,MN,"Big Stone County, MN",57821
27013,MN,"Blue Earth County, MN",68279
27015,MN,"Brown County, MN",64093
27017,MN,"Carlton County, MN",78478
27019,MN,"Carver County, MN",117602
27021,MN,"Cass County, MN",67121
27023,MN,"Chippewa County, MN",61878
27025,MN,"Chisago County, MN",98183
27027,MN,"Clay County, MN",79357
27029,MN,"Clearwater County, MN",64716
27031,MN,"Cook County, MN",69279
27033,MN,"Cottonwood County, MN",59981
27035,MN,"Crow Wing County, MN",67373
27037,MN,"Dakota County, MN",97727
27039,MN,"Dodge County, MN",88994
27041,MN,"Douglas County, MN",73521
27043,MN,"Faribault County, MN",67302
27045,MN,"Fillmore County, MN",72065
27047,MN,"Freeborn County, MN",65632
27049,MN,"Goodhue County, MN",82091
27051,MN,"Grant County, MN",68381
27053,MN,"Hennepin County, MN",89418
27055,MN,"Houston County, MN",76170
27057,MN,"Hubbard County, MN",67797
27059,MN,"Isanti County, MN",83212
27061,MN,"Itasca County, MN",66958
27063,MN,"Jackson County, MN",66694
27065,MN,"Kanabec County, MN",69588
27067,MN,"Kandiyohi County, MN",72281
27069,MN,"Kittson County, MN",65244
27071,MN,"Koochiching County, MN",63035
27073,MN,"Lac qui Parle County, MN",67556
27075,MN,"Lake County, MN",73724
27077,MN,"Lake of the Woods County, MN",62143
27079,MN,"Le Sueur County, MN",86864
27081,MN,"Lincoln County, MN",64860
27083,MN,"Lyon County, MN",70958
27085,MN,"McLeod County, MN",80874
27087,MN,"Mahnomen County, MN",52926
27089,MN,"Marshall County, MN",70606
27091,MN,"Martin County, MN",61721
27093,MN,"Meeker County, MN",76506
27095,MN,"Mille Lacs County, MN",65294
27097,MN,"Morrison County, MN",64588
27099,MN,"Mower County, MN",68718
27101,MN,"Murray County, MN",68665
27103,MN,"Nicollet County, MN",78091
27105,MN,"Nobles County, MN",65374
27107,MN,"Norman County, MN",64319
27109,MN,"Olmsted County, MN",88032
27111,MN,"Otter Tail County, MN",65076
27113,MN,"Pennington County, MN",76423
27115,MN,"Pine County, MN",65139
27117,MN,"Pipestone County, MN",65499
27119,MN,"Polk County, MN",69538
27121,MN,"Pope County, MN",68888
27123,MN,"Ramsey County, MN",75041
27125,MN,"Red Lake County, MN",74120
27127,MN,"Redwood County, MN",66582
27129,MN,"Renville County, MN",66568
27131,MN,"Rice County, MN",77962
27133,MN,"Rock County, MN",69835
27135,MN,"Roseau County, MN",71794
27137,MN,"St. Louis County, MN",63141
27139,MN,"Scott County, MN",115687
27141,MN,"Sherburne County, MN",97999
27143,MN,"Sibley County, MN",75596
27145,MN,"Stearns County, MN",72378
27147,MN,"Steele County, MN",75474
27149,MN,"Stevens County, MN",69171
27151,MN,"Swift County, MN",67166
27153,MN,"Todd County, MN",66300
27155,MN,"Traverse County, MN",63913
27157,MN,"Wabasha County, MN",78953
27159,MN,"Wadena County, MN",57527
27161,MN,"Waseca County, MN",71519
27163,MN,"Washington County, MN",107649
27165,MN,"Watonwan County, MN",61295
27167,MN,"Wilkin County, MN",71924
27169,MN,"Winona County, MN",65699
27171,MN,"Wright County, MN",95259
27173,MN,"Yellow Medicine County, MN",67543
28000,MS,Mississippi,52788
28001,MS,"Adams County, MS",39547
28003,MS,"Alcorn County, MS",49627
28005,MS,"Amite County, MS",45433
28007,MS,"Attala County, MS",44404
